 -0.38577892	  0.25835644	  0.88567859
 -0.12993201	  0.07519308	 -0.98866763
  0.20534456	 -0.97867131	 -0.00600714
  0.64571681	 -0.68422472	  0.33894888
  0.95607337	  0.27215019	 -0.10889438
 -0.56378892	  0.27207500	  0.77981873
  0.85477293	 -0.11065577	  0.50706857
  0.60217744	 -0.59418065	 -0.53322761
 -0.55585606	  0.24832121	 -0.79332252
 -0.73688354	 -0.65617699	  0.16258659
  0.27893877	  0.94436677	  0.17425429
 -0.09467771	 -0.83266971	 -0.54561643
  0.08091617	  0.60984037	  0.78838271
 -0.65137656	  0.75102197	 -0.10804892
  0.79810108	  0.29404921	  0.52589897
 -0.56126065	  0.71967846	 -0.40871677
  0.14178631	 -0.77823521	  0.61175698
  0.27360256	 -0.56007177	 -0.78195988
  0.59359725	  0.79837216	 -0.10121364
  0.32097686	 -0.46475038	  0.82521570
  0.22033523	 -0.71014917	  0.66868569
 -0.81379349	 -0.56578168	  0.13278272
  0.48266178	  0.26969625	  0.83324759
  0.98966866	  0.06876062	 -0.12580909
 -0.79015251	  0.07283214	  0.60856757
 -0.87159139	  0.42385112	  0.24633042
  0.04360965	  0.98583043	 -0.16197704
  0.03012816	  0.22996493	  0.97273245
 -0.42515386	 -0.90470186	  0.02754507
 -0.39226733	  0.89815744	 -0.19859394
  0.08925171	  0.99443437	 -0.05598585
 -0.87939438	 -0.39239464	  0.26961447
  0.71715376	 -0.69624140	  0.03063346
 -0.03162189	  0.99718393	 -0.06800188
  0.22396313	 -0.92550722	 -0.30541267
  0.82727811	 -0.24888537	 -0.50365366
 -0.48431113	  0.87484862	 -0.00908929
  0.76918997	  0.18115602	 -0.61280444
  0.49198229	  0.86178959	 -0.12358050
 -0.16126689	 -0.97484084	  0.15387762
  0.46830000	 -0.74739473	  0.47127087
  0.59727646	  0.65436672	  0.46375103
  0.24077760	 -0.38726470	 -0.88997314
  0.17346634	 -0.72851178	 -0.66270659
  0.20669197	 -0.47096883	  0.85759361
  0.06112506	  0.02901027	  0.99770844
  0.85671853	  0.19866981	  0.47598704
  0.84754097	  0.30387893	 -0.43512286
  0.88431904	 -0.28793221	  0.36752534
 -0.27538036	 -0.95026660	  0.14546152
  0.29746734	  0.58010015	 -0.75828556
  0.24552885	  0.96728294	  0.06386932
  0.13313957	  0.98964757	  0.05358674
  0.48476639	  0.85358858	  0.19075657
